id,Umur,Kelas Pekerjaan 2,Berat Akhir,Pendidikan,Jmlh Tahun Pendidikan,Status Perkawinan,Pekerjaan,Jenis Kelamin,Keuntungan Kapital,Kerugian Capital,Jam per Minggu,Gaji
10177,59,9,316027,3,9,2,7,2,0,0,45,0
10178,42,9,113770,3,9,2,11,1,0,0,40,0
10179,20,9,217421,3,9,2,11,1,0,0,40,0
10180,22,9,169188,3,9,1,11,1,0,0,40,0
10181,50,9,136836,3,9,3,13,1,0,0,40,0
10182,40,5,218558,5,13,2,14,2,0,0,45,1
10183,28,9,269786,3,9,1,5,2,0,0,50,0
10184,35,9,113322,5,11,2,6,2,0,0,40,0
10185,24,9,117583,5,13,1,14,2,0,0,48,0
10186,46,9,219967,4,12,2,6,2,210336000,0,45,1
10187,60,9,197311,3,9,3,2,1,0,0,99,0
10188,24,4,345420,2,4,1,12,2,0,0,50,0
10189,24,9,48343,3,7,1,7,1,0,0,40,0
10190,50,8,107079,3,9,2,7,2,0,0,40,0
10191,20,1,203353,5,10,1,1,1,0,0,40,0
10192,29,9,309778,5,13,1,8,2,0,0,40,0
10193,47,9,102569,5,13,2,11,2,0,0,40,1
10194,20,9,227411,5,10,1,7,1,0,0,20,0
10195,58,9,317479,3,9,3,9,1,0,0,40,0
10196,39,9,52645,5,10,3,6,1,0,0,40,0
10197,39,5,143123,5,11,2,8,2,0,33810000,40,1
10198,45,9,102308,6,14,2,14,2,210336000,0,60,1
10199,27,9,279580,6,14,1,6,2,0,0,42,0
10200,46,9,53540,5,10,3,13,1,0,0,40,1
10201,62,4,158712,3,9,1,7,1,0,0,6,0
10202,19,9,414871,3,9,1,8,2,0,0,40,0
10203,35,9,589809,5,10,1,14,2,189700000,0,60,1
10204,32,9,352542,3,9,3,11,1,0,0,40,0
10205,48,8,483261,5,10,1,11,2,0,0,40,0
10206,40,9,33895,3,9,3,10,1,0,0,40,0
10207,58,9,34788,5,10,2,6,2,0,26418000,40,1
10208,45,9,288437,3,9,2,5,2,56896000,0,40,0
10209,28,9,233796,5,10,2,11,1,102172000,0,32,1
10210,23,9,219519,5,10,1,6,1,0,0,30,0
10211,76,9,138403,3,9,2,6,2,0,0,20,0
10212,28,4,209205,5,10,2,8,2,102172000,0,40,1
10213,60,6,138502,5,13,2,4,2,102172000,0,48,1
10214,78,9,111189,2,4,1,9,1,0,0,35,0
10215,51,9,159604,5,10,2,13,1,0,0,40,1
10216,40,7,151038,5,13,3,8,2,0,0,40,0
10217,22,9,217363,3,9,3,11,1,0,0,40,0
10218,25,9,147804,3,9,2,5,2,0,0,60,0
10219,18,9,260253,3,7,1,7,2,0,0,40,0
10220,27,9,201017,7,16,2,13,2,0,0,80,0
10221,38,9,85074,4,12,3,11,1,0,0,40,0
10222,19,9,100009,3,9,1,8,1,0,0,40,0
10223,36,9,176050,5,10,2,9,2,0,0,40,0
10224,49,4,232664,5,13,1,14,1,0,0,40,0
10225,48,5,254291,5,13,2,14,2,102172000,0,50,1
10226,30,9,162370,5,13,1,14,1,0,0,35,0
10227,39,9,212840,5,13,3,13,1,0,0,40,0
10228,47,6,209968,5,13,2,13,2,102172000,0,40,1
10229,31,9,121768,4,12,3,11,1,0,0,35,0
10230,40,9,48087,3,9,2,6,2,102172000,0,45,1
10231,44,4,445382,5,10,3,7,2,0,0,40,0
10232,57,9,204209,2,4,2,8,2,43442000,0,40,1
10233,21,9,161415,5,10,1,8,2,0,0,50,0
10234,46,9,120131,5,13,2,7,2,0,0,30,1
10235,37,9,227597,5,10,2,8,2,0,0,40,0
10236,36,9,248010,3,9,2,11,2,0,0,45,0
10237,19,9,213644,3,9,1,9,2,0,0,40,0
10238,61,9,244261,3,9,2,8,2,0,0,40,0
10239,41,4,29762,5,10,2,12,2,70182000,0,70,0
10240,19,9,356272,5,10,1,11,1,0,0,25,0
10241,40,5,182437,4,12,2,6,2,210336000,0,50,1
10242,19,1,383715,5,10,1,1,1,0,0,25,0
10243,59,9,214052,1,3,3,9,1,0,0,40,0
10244,17,9,317702,2,5,1,7,1,0,0,40,0
10245,53,9,117496,2,5,3,7,1,0,0,36,0
10246,31,9,249869,3,9,2,6,2,0,0,40,0
10247,20,9,109813,3,7,1,10,2,0,0,40,0
10248,49,9,84013,3,9,3,7,1,0,0,35,0
10249,21,9,126613,5,10,1,7,1,0,0,40,0
10250,50,5,123429,5,13,2,13,2,0,0,45,1
10251,28,4,315417,4,15,1,13,2,30464000,0,40,0
10252,46,9,130364,3,9,1,8,2,0,0,40,0
10253,26,6,166295,5,13,2,11,2,0,0,41,0
10254,21,9,243368,1,1,1,12,2,0,0,50,0
10255,36,9,101192,3,9,2,8,2,0,0,40,1
10256,64,9,207188,5,13,3,14,1,0,0,40,0
10257,23,9,161092,5,13,1,11,2,0,0,40,0
10258,40,9,146906,6,14,2,14,2,0,0,50,1
10259,26,9,104045,3,9,1,7,1,0,0,30,0
10260,39,9,357173,3,9,3,3,2,0,0,40,0
10261,21,9,231931,5,10,1,6,2,0,0,45,0
10262,38,9,107303,3,9,2,8,2,0,0,40,0
10263,58,9,201112,5,10,3,11,1,0,0,55,1
10264,54,9,93605,3,9,2,6,2,0,25872000,40,1
10265,29,9,102345,5,11,3,8,2,0,0,40,0
10266,27,9,269246,3,9,2,11,2,48496000,0,45,0
10267,19,1,263338,5,10,1,1,2,0,0,45,0
10268,32,9,116365,3,9,2,11,1,0,0,20,0
10269,20,9,105244,5,10,1,3,2,0,0,50,0
10270,41,9,54422,3,9,3,11,1,0,0,40,0
10271,48,4,58683,5,10,2,6,2,0,0,70,1
10272,50,6,105788,3,9,3,14,1,90958000,0,35,0
10273,31,9,157289,5,13,1,13,2,0,0,52,0
10274,20,7,37482,5,10,1,11,1,0,0,40,0
10275,51,9,190762,1,2,3,8,2,0,0,40,0
10276,41,9,289669,3,9,3,9,1,0,0,40,0
10277,38,9,78247,5,10,2,14,2,0,0,40,0
10278,46,9,128796,5,13,2,14,2,0,0,44,1
10279,59,9,169560,3,6,2,13,2,0,0,40,0
10280,27,1,96219,3,9,3,1,1,0,0,50,0
10281,20,9,190772,4,12,1,7,1,0,0,40,0
10282,47,9,308857,5,13,3,14,2,0,0,50,0
10283,56,9,229335,3,9,3,11,1,0,0,40,0
10284,41,9,168293,6,14,3,14,1,0,0,45,0
10285,39,9,134367,3,9,1,8,1,0,0,43,0
10286,39,9,114079,4,12,1,8,2,0,0,40,0
10287,21,7,24008,5,10,1,8,2,0,0,35,0
10288,36,9,131239,5,13,2,13,2,43442000,0,45,1
10289,17,9,121287,2,5,1,8,2,0,0,40,0
10290,28,9,204862,5,10,1,14,1,0,0,40,0
10291,21,9,215039,3,9,1,8,2,0,0,13,0
10292,27,9,113635,3,9,1,8,2,0,0,35,0
10293,20,1,29810,5,10,1,1,1,0,0,40,0
10294,49,6,67001,3,9,2,5,2,0,0,40,0
10295,84,6,163685,3,9,3,14,1,0,0,33,0
10296,35,9,111635,3,9,2,7,2,0,0,40,0
10297,32,9,80058,3,7,3,6,2,0,0,43,1
10298,22,9,215074,5,10,2,7,2,0,0,40,0
10299,53,9,127117,3,9,2,9,2,0,0,40,0
10300,21,9,100462,5,11,1,14,1,30436000,0,60,0
10301,40,9,32627,6,14,2,13,2,0,0,60,0
10302,27,9,66473,5,13,2,14,2,0,0,40,1
10303,33,9,129529,3,9,3,9,2,0,0,40,0
10304,24,9,228772,1,3,1,9,1,0,0,40,0
10305,31,6,83671,5,10,1,11,1,0,0,40,0
10306,49,9,323773,3,7,2,2,1,0,0,40,0
10307,54,9,141707,6,14,2,13,2,0,0,40,1
10308,41,9,45366,3,9,2,8,2,0,0,72,1
10309,27,9,311446,3,9,2,11,1,72492000,0,40,1
10310,19,9,138153,5,10,1,11,1,0,0,10,0
10311,68,1,186266,3,9,2,1,1,0,0,8,0
10312,36,9,195565,5,13,3,14,1,0,0,40,0
10313,29,9,71067,4,15,1,13,1,0,0,55,0
10314,18,1,269373,3,8,1,1,1,0,0,20,0
10315,77,1,174887,5,10,2,1,2,0,0,6,0
10316,57,1,76571,3,6,2,1,2,0,0,40,0
10317,56,9,244605,3,9,2,8,2,0,0,40,0
10318,56,9,182142,3,9,2,8,2,0,0,40,0
10319,41,9,176452,3,9,1,7,2,0,0,40,0
10320,34,9,180284,5,10,2,3,2,0,0,50,0
10321,20,3,273905,3,9,2,1,2,0,0,35,0
10322,28,1,45613,5,10,1,1,1,0,0,40,0
10323,48,9,180010,5,10,3,8,1,0,0,40,0
10324,57,9,114495,3,9,2,14,2,0,0,60,0
10325,49,7,155372,6,14,3,13,1,0,0,40,0
10326,44,9,192225,5,13,2,14,2,0,0,40,1
10327,51,9,340588,1,2,2,7,2,0,0,54,0
10328,25,9,113436,5,10,1,11,2,0,0,15,0
10329,50,6,172175,4,15,2,13,2,0,0,40,1
10330,33,4,134737,3,9,2,8,2,0,0,35,0
10331,30,9,186346,5,13,1,14,1,0,0,50,0
10332,40,4,121012,4,15,2,13,2,0,27678000,50,1
10333,22,9,401335,5,10,1,7,1,0,0,30,0
10334,28,9,566066,5,10,1,11,1,0,0,45,0
10335,61,9,106330,3,9,2,8,2,0,0,40,0
10336,29,9,242597,5,13,1,10,2,0,0,40,0
10337,26,9,284078,5,10,1,5,2,32956000,0,40,0
10338,36,7,177064,5,10,1,14,1,0,0,40,0
10339,52,9,174421,4,12,3,13,1,0,0,32,0
10340,20,9,122346,3,9,1,9,2,0,0,40,0
10341,26,9,193165,5,10,2,5,2,0,0,52,1
10342,35,6,211073,5,10,2,4,2,0,0,61,1
10343,24,9,155913,5,13,2,13,2,0,0,44,0
10344,28,9,220692,5,10,1,11,1,0,0,40,0
10345,49,9,87928,3,9,2,11,2,0,0,40,1
10346,57,9,220986,3,9,2,6,2,0,0,40,1
10347,58,9,186385,7,16,1,13,2,0,0,8,0
10348,41,9,210844,5,10,2,6,1,0,0,40,0
10349,21,9,110677,5,10,2,7,1,0,0,30,0
10350,40,9,273425,5,13,2,14,2,0,0,50,1
10351,33,9,173730,5,11,2,9,2,0,0,40,0
10352,26,9,195636,5,13,1,13,1,0,0,55,0
10353,49,6,173584,5,13,1,13,1,0,0,50,0
10354,22,6,163205,3,9,1,7,1,0,0,53,0
10355,50,6,30682,6,14,2,13,2,0,0,50,0
10356,18,1,36064,3,8,1,1,2,0,0,20,0
10357,22,9,271274,3,7,1,6,1,0,0,40,0
10358,42,9,154374,5,13,2,14,2,0,33810000,60,1
10359,34,9,113751,3,7,3,6,1,0,0,37,0
10360,36,9,218729,5,10,2,11,1,0,0,30,1
10361,37,9,201247,3,9,1,3,2,0,0,40,0
10362,36,9,36423,5,10,2,11,2,0,0,60,0
10363,41,9,95047,5,11,2,11,1,107632000,0,44,1
10364,40,6,150755,5,13,2,13,2,1399986000,0,75,1
10365,21,1,183945,5,10,1,1,1,0,0,35,0
10366,38,9,165579,3,9,3,10,2,0,0,45,0
10367,46,9,149949,2,4,2,5,2,0,0,40,0
10368,21,9,213041,3,9,1,11,1,0,0,40,0
10369,65,9,198766,6,14,2,6,2,280714000,0,40,1
10370,35,9,230054,2,4,2,9,2,0,0,40,0
10371,46,9,138626,5,10,2,8,2,0,0,40,0
10372,28,9,232945,3,9,3,3,2,0,0,30,0
10373,33,9,133503,3,9,2,4,2,107632000,0,48,1
10374,29,9,236436,3,9,1,11,1,0,0,40,0
10375,46,9,207940,5,10,2,8,2,0,0,40,1
10376,28,9,244650,3,9,1,9,1,0,22428000,25,0
10377,46,9,110171,6,14,2,13,2,210336000,0,50,1
10378,19,9,274657,1,3,1,7,2,0,0,50,0
10379,35,9,49749,5,10,3,11,1,0,0,40,1
10380,17,9,110916,3,7,1,6,1,0,0,10,0
10381,46,6,313635,4,15,3,13,2,65100000,0,40,0
10382,17,1,132962,3,8,1,1,2,0,0,30,0
10383,32,9,203181,3,9,2,7,2,0,0,60,0
10384,31,9,329301,3,9,3,5,2,0,0,55,0
10385,45,9,235646,5,10,1,14,2,0,0,45,0
10386,25,9,138111,5,10,1,7,2,30436000,0,40,0
10387,47,7,187581,5,11,2,10,2,0,0,48,1
10388,47,1,174525,3,9,2,1,2,55188000,0,40,0
10389,34,9,150324,5,13,2,13,2,0,0,40,1
10390,54,4,57101,3,9,2,8,2,0,0,35,0
10391,34,9,178841,5,13,2,14,1,0,0,40,1
10392,32,9,37070,5,11,1,8,2,0,0,45,0
10393,43,9,373403,5,11,2,8,2,0,0,40,0
10394,27,9,40295,3,9,1,5,2,0,0,99,0
10395,35,9,187693,3,9,1,9,2,0,0,40,0
10396,65,9,207281,5,10,2,4,2,0,0,16,0
10397,31,9,194055,3,9,2,5,2,0,0,50,0
10398,56,6,157525,5,10,3,4,2,0,0,48,0
10399,38,6,421446,5,13,2,14,2,0,0,50,1
10400,23,9,60409,3,9,1,14,1,0,0,40,0
10401,22,9,214635,3,9,1,9,2,0,0,42,0
10402,50,1,222381,5,10,3,1,2,0,0,40,0
10403,42,1,167678,3,7,2,1,2,0,0,22,0
10404,51,9,108233,4,12,3,7,1,0,0,40,0
10405,36,5,185366,5,10,1,6,2,0,0,50,0
10406,42,5,23510,6,14,3,14,2,0,30814000,60,1
10407,21,9,355287,2,5,1,9,2,0,0,48,0
10408,33,9,105974,3,9,1,8,2,0,0,41,0
10409,44,9,173888,2,4,2,5,2,0,0,80,1
10410,56,9,93211,3,9,3,7,1,0,0,40,0
10411,35,9,133906,3,9,3,11,1,0,0,40,0
10412,37,9,61299,5,10,2,8,2,0,0,45,0
10413,36,9,64874,3,7,2,9,2,0,0,40,0
10414,18,9,244115,3,7,1,7,2,0,0,16,0
10415,32,9,356689,3,9,3,11,2,54418000,0,40,0
10416,37,6,51158,5,10,2,10,1,102172000,0,36,1
10417,44,9,278476,5,10,2,6,2,0,0,60,1
10418,26,9,391349,5,13,1,6,1,0,0,45,0
10419,31,7,1033222,5,10,2,9,2,0,0,40,0
10420,56,6,237546,5,10,2,14,2,0,0,99,0
10421,36,9,89718,3,9,2,6,2,0,0,40,0
10422,50,9,146015,3,9,2,8,2,0,0,40,0
10423,51,9,70767,3,9,2,11,1,0,0,40,0
10424,32,7,119033,3,9,2,5,2,0,0,40,1
10425,39,6,131239,6,14,2,13,2,0,0,40,0
10426,46,9,268358,3,7,3,9,1,0,0,40,0
10427,34,4,168906,5,10,3,11,1,0,0,50,0
10428,38,9,168496,4,12,2,6,2,0,0,50,1
10429,51,9,122109,5,13,3,14,1,0,0,50,0
10430,40,4,29702,3,9,1,12,2,0,0,85,0
10431,48,9,199590,3,9,2,7,2,0,0,40,1
10432,41,9,103980,5,10,2,13,2,0,0,52,0
10433,34,9,532379,5,10,2,8,2,0,0,40,0
10434,64,8,161926,3,9,2,13,2,0,0,8,0
10435,33,4,177828,3,9,3,8,2,0,0,50,0
10436,31,6,220669,5,13,1,13,1,95886000,0,40,0
10437,17,9,146268,3,6,1,7,1,0,0,10,0
10438,30,6,79190,5,13,1,13,1,0,0,40,0
10439,36,4,109133,3,9,3,8,2,0,0,40,0
10440,37,9,22494,5,10,2,14,1,0,0,41,0
10441,27,9,192283,5,11,1,3,1,0,0,38,0
10442,58,9,163150,3,9,3,2,1,0,0,28,0
10443,45,9,96100,2,4,2,9,2,0,0,40,0
10444,31,9,254293,5,10,1,13,2,0,0,40,0
10445,39,4,188335,3,9,2,12,2,0,0,40,0
10446,38,4,111499,4,15,1,13,1,0,0,32,0
10447,48,4,200471,5,10,2,8,2,0,0,40,0
10448,35,6,302149,5,13,2,6,2,102172000,0,40,1
10449,27,9,69132,5,13,1,13,2,0,0,40,0
10450,41,6,98823,5,13,2,13,2,0,0,50,0
10451,65,4,144822,2,5,2,8,2,0,0,45,0
10452,51,9,113045,6,14,3,14,2,210280000,0,40,1
10453,27,7,205499,7,16,1,13,2,0,0,77,0
10454,19,9,178147,3,9,1,6,2,0,0,35,0
10455,30,9,488720,2,5,2,3,2,0,0,40,0
10456,42,9,149546,5,10,3,8,2,0,0,30,0
10457,30,9,236379,3,7,1,5,2,0,0,30,0
10458,37,9,193106,5,13,1,6,1,0,0,30,0
10459,36,9,225172,3,9,2,8,2,0,0,40,0
10460,64,9,256466,3,9,2,10,2,0,0,60,1
10461,20,9,444554,3,6,1,3,2,0,0,40,0
10462,42,9,113324,3,9,3,6,2,0,0,40,0
10463,44,9,231348,5,10,3,6,2,0,0,40,0
10464,45,9,59380,5,13,1,13,1,0,0,40,0
10465,29,9,87905,3,9,3,7,2,147280000,0,40,1
10466,26,9,66638,5,13,1,14,1,0,0,50,0
10467,36,9,238802,3,9,2,9,2,0,0,48,1
10468,43,9,293305,5,13,2,6,2,0,26418000,40,1
10469,39,4,363418,5,13,3,8,2,0,0,35,0
10470,35,8,191480,5,13,2,14,2,0,0,40,0
10471,31,1,26553,5,13,2,1,1,0,0,25,1
10472,35,8,128608,5,13,1,14,2,0,0,40,0
10473,32,9,426467,1,2,1,8,2,51436000,0,40,0
10474,47,9,323212,3,9,3,7,1,0,0,40,0
10475,59,1,188070,6,14,2,1,2,0,0,35,1
10476,51,9,231181,5,10,1,9,2,0,0,21,0
10477,45,9,213620,3,9,1,7,1,0,0,40,0
10478,32,9,51150,5,11,3,11,1,0,0,40,0
10479,29,9,197565,5,11,1,11,1,0,0,35,0
10480,22,9,349368,5,13,1,14,1,0,0,30,0
10481,67,6,312052,2,4,2,4,2,0,0,40,0
10482,27,9,82242,5,13,1,14,2,0,0,45,0
10483,40,9,133456,3,9,2,6,1,0,0,24,1
10484,58,9,154950,5,13,2,10,2,0,0,40,1
10485,48,9,168262,5,13,2,6,2,0,0,25,1
10486,28,9,184723,5,13,1,10,1,0,27720000,35,0
10487,48,1,144397,5,10,3,1,1,0,0,30,0
10488,33,9,180624,3,9,3,9,1,0,0,40,0
10489,62,9,132917,5,10,2,5,2,0,0,20,0
10490,19,9,369164,3,9,1,8,2,0,0,40,0
10491,37,5,198841,5,13,2,6,2,0,0,50,1
10492,49,9,350759,5,13,2,6,2,0,0,60,1
10493,31,9,111883,3,9,1,8,2,0,0,40,0
10494,64,7,223830,2,5,1,11,1,0,0,38,0
10495,37,9,207066,5,10,1,14,2,0,0,40,0
10496,38,4,255503,3,7,3,14,2,0,0,55,0
10497,25,9,218667,1,3,2,3,2,0,0,40,0
10498,45,9,160647,5,13,3,11,1,65618000,0,35,1
10499,65,1,404601,3,9,2,1,2,33796000,0,30,0
10500,23,4,47039,5,11,1,12,2,0,0,40,0
10501,24,9,203027,4,12,1,9,2,0,0,40,0
10502,34,6,207383,6,14,3,13,1,0,0,40,0
10503,28,9,178489,5,13,1,14,1,0,0,45,0
10504,43,4,187778,3,9,2,8,2,0,0,20,0
10505,26,9,137367,5,10,1,3,2,0,0,44,0
10506,70,9,304570,5,13,3,9,2,0,0,32,0
10507,36,4,186035,4,15,2,6,2,0,0,30,1
10508,28,9,159724,5,13,2,6,1,0,0,50,0
10509,33,5,206609,3,9,2,14,2,0,0,50,0
10510,21,9,119039,5,10,1,11,1,0,0,18,0
10511,21,9,345253,5,10,1,11,2,30436000,0,40,0
10512,40,9,176069,5,13,3,13,1,0,0,45,0
10513,24,9,210474,6,14,1,13,1,0,0,40,0
10514,48,5,155664,4,15,2,13,2,0,0,60,1
10515,38,9,111398,5,13,2,13,1,107632000,0,40,1
10516,50,9,171924,5,13,2,13,2,0,0,43,1
10517,32,9,281030,3,9,2,9,2,0,0,40,0
10518,20,7,223515,4,12,1,7,2,0,24066000,20,0
10519,25,7,257064,5,10,2,11,2,0,0,38,0
10520,30,9,95923,4,12,2,11,1,0,0,45,0
10521,31,9,185480,3,9,2,11,1,0,0,40,1
10522,39,9,560313,6,14,2,13,2,0,0,45,1
10523,65,6,179411,3,9,3,10,1,0,0,35,0
10524,26,9,311497,5,13,1,14,1,0,0,40,0
10525,22,6,273734,3,9,1,12,2,0,0,20,0
10526,24,9,21154,5,10,1,11,1,0,0,30,0
10527,42,6,245307,5,13,2,14,2,0,27678000,48,1
10528,47,9,140045,3,9,3,11,1,0,0,40,0
10529,35,9,250988,5,13,2,6,2,0,0,40,1
10530,36,9,162312,3,9,1,8,2,0,0,70,0
10531,45,1,117310,3,9,3,1,1,0,0,40,0
10532,35,4,241126,3,9,1,8,2,0,0,60,0
10533,33,9,214288,3,9,2,9,2,0,25872000,48,1
10534,60,9,250552,3,9,2,7,2,0,0,40,1
10535,28,4,204984,5,13,1,10,2,0,0,45,0
10536,26,9,147982,3,7,3,8,1,0,0,40,0
10537,18,9,243240,3,9,1,9,2,0,0,37,0
10538,47,9,102318,3,9,3,8,2,0,0,40,0
10539,46,9,239439,3,9,3,9,1,0,0,40,0
10540,34,4,123429,3,9,2,6,2,0,0,60,0
10541,60,9,169204,3,9,2,14,2,0,0,50,0
10542,36,4,347491,7,16,2,13,2,0,0,35,0
10543,69,9,304838,3,9,2,5,2,0,0,28,0
10544,44,6,157473,6,14,3,13,1,0,0,50,1
10545,57,9,163047,3,9,2,14,1,0,0,38,0
10546,58,9,203735,3,9,3,14,1,0,0,40,0
10547,55,1,123382,3,9,3,1,1,0,28014000,40,0
10548,55,4,153484,5,10,2,13,2,0,0,50,0
10549,52,9,84788,3,6,1,9,2,0,0,40,0
10550,24,6,115222,6,14,1,13,2,147280000,0,40,1
10551,53,6,25820,5,11,3,14,2,0,0,48,0
10552,28,9,104024,5,10,1,6,1,0,0,40,0
10553,50,6,46401,5,13,3,13,1,0,0,50,0
10554,47,5,206947,4,12,3,14,1,0,0,67,0
10555,57,4,437281,5,10,2,10,2,0,0,38,1
10556,31,9,111567,2,5,1,6,2,0,0,43,1
10557,46,9,27802,5,11,2,9,2,0,0,40,0
10558,39,9,139743,3,9,3,11,1,0,0,20,0
10559,19,1,190093,3,8,1,1,2,0,0,40,0
10560,54,4,118365,3,6,3,7,1,0,0,10,0
10561,40,6,42703,5,10,2,11,1,0,0,40,1
10562,55,9,171015,5,10,1,11,1,0,0,36,0
10563,38,9,166062,3,9,3,11,1,0,0,50,0
10564,36,5,27408,5,11,2,6,2,0,0,60,0
10565,23,9,39551,3,9,3,11,1,0,0,40,0
10566,22,9,282579,3,9,1,7,2,0,0,40,0
10567,17,1,228373,3,6,1,1,2,0,0,30,0
10568,57,9,238017,3,9,3,10,1,0,0,54,0
10569,52,9,76860,3,9,2,3,2,0,0,8,0
10570,38,9,122952,3,9,3,8,1,0,0,35,0
10571,43,9,282069,5,10,3,8,2,0,0,42,0
10572,36,9,127865,5,13,1,13,1,65100000,0,25,0
10573,37,9,204277,3,9,2,9,2,0,25872000,48,1
10574,54,9,103580,5,13,3,13,1,0,0,40,0
10575,42,9,112607,3,9,2,8,2,0,0,50,0
10576,26,9,192022,5,13,1,7,1,0,0,40,0
10577,34,9,516337,3,7,2,3,2,0,0,40,0
10578,38,9,278924,5,10,3,8,2,0,0,44,0
10579,60,9,63296,6,14,3,13,2,0,0,40,0
10580,40,9,101593,3,9,1,8,2,0,0,40,0
10581,40,5,37869,3,9,2,14,2,0,0,50,0
10582,22,9,205604,1,3,1,9,2,0,0,30,0
10583,60,9,178050,3,9,3,7,1,0,0,38,0
10584,19,9,175652,3,7,1,7,1,0,0,15,0
10585,34,4,247540,3,9,1,12,2,0,27636000,30,0
10586,17,9,154078,3,8,1,7,1,0,0,16,0
10587,27,1,180553,3,9,2,1,1,0,0,40,1
10588,23,9,42706,5,10,1,13,2,0,0,45,0
10589,61,9,183735,5,10,2,6,2,0,0,45,1
10590,56,6,294623,1,3,2,5,2,0,0,40,0
10591,25,4,266668,3,9,1,13,2,0,0,40,0
10592,35,9,204621,4,12,3,7,1,0,0,40,0
10593,31,9,50753,5,10,2,8,2,0,0,70,0
10594,30,9,198660,3,9,2,3,2,0,0,40,0
10595,32,1,647882,3,9,2,1,2,0,0,40,0
10596,21,9,198992,3,9,1,6,1,0,0,33,0
10597,27,9,130438,3,9,1,9,2,0,0,40,0
10598,42,9,110318,3,9,3,14,1,0,0,40,0
10599,41,9,392167,3,6,3,6,2,0,0,48,0
10600,21,1,216867,5,10,1,1,2,0,0,40,0
10601,59,9,160631,5,13,2,8,2,0,0,60,1
10602,50,9,104501,3,9,1,11,2,0,27720000,40,0
10603,66,8,38621,5,11,3,7,1,45822000,0,40,0
10604,58,9,153551,3,9,3,6,1,0,0,23,0
10605,47,8,34845,5,13,2,11,2,0,0,45,1
10606,54,4,136224,6,14,3,13,1,0,0,30,0
10607,47,1,214605,3,9,2,1,2,0,0,40,0
10608,30,9,455995,5,10,2,14,2,0,0,50,1
10609,52,9,94873,3,9,3,7,2,0,0,19,0
10610,18,9,276540,3,8,1,6,1,0,0,15,0
10611,53,5,197189,3,9,2,6,2,0,0,72,1
10612,42,9,200610,3,9,2,8,2,0,24360000,60,0
10613,28,9,132686,5,10,2,14,2,0,0,40,1
10614,39,9,123983,5,13,3,6,2,0,0,40,0
10615,46,9,266337,5,11,3,8,2,0,0,40,0
10616,31,6,151726,4,12,1,11,1,0,0,40,0
10617,56,9,91905,3,9,2,6,1,0,0,4,0
10618,38,8,205852,3,9,1,11,2,0,0,45,1
10619,31,9,137952,5,10,2,7,2,0,0,40,0
10620,71,9,179574,4,15,2,13,2,0,0,12,1
10621,21,9,275190,5,10,1,6,1,0,0,20,0
10622,24,9,43323,3,9,1,7,1,0,24668000,40,0
10623,20,1,327462,3,6,3,1,1,0,0,40,0
10624,25,4,305449,5,10,1,9,2,0,0,40,0
10625,30,9,218551,5,11,2,6,2,0,0,45,1
10626,44,5,79521,5,13,2,12,2,210336000,0,55,1
10627,43,6,337469,5,10,3,11,1,8316000,0,20,0
10628,35,9,186934,5,13,2,6,2,0,0,50,1
10629,27,9,430672,5,13,1,13,2,0,0,55,0
10630,27,1,60726,5,13,1,1,2,0,0,45,0
10631,63,9,76860,5,13,2,4,2,0,0,40,1
10632,59,9,165695,4,12,2,5,2,0,0,32,1
10633,31,9,206051,5,13,2,11,2,0,0,40,1
10634,41,9,306405,5,10,2,10,1,0,0,40,0
10635,22,9,68678,3,9,2,6,2,0,0,40,0
10636,19,9,365871,5,10,1,5,2,0,0,32,0
10637,30,9,157778,5,10,2,13,2,0,0,25,1
10638,21,9,209955,3,9,1,8,2,0,0,48,0
10639,44,9,205051,3,6,3,11,1,0,0,40,0
10640,56,6,238405,3,9,3,11,1,0,0,40,0
10641,52,7,109600,6,14,2,14,1,67018000,0,44,1
10642,50,9,98228,3,9,3,6,1,0,0,45,0
10643,39,6,218490,4,12,2,8,2,0,0,40,1
10644,33,6,183923,6,14,2,13,1,107632000,0,35,1
10645,55,9,198385,2,4,3,7,1,0,0,20,0
10646,51,8,217647,5,10,3,13,1,0,0,40,0
10647,40,8,241895,3,9,2,11,2,0,0,40,0
10648,25,9,101684,3,6,2,5,2,0,0,40,0
10649,34,9,426431,5,10,2,8,2,0,0,48,1
10650,37,9,459192,5,13,1,6,1,0,0,44,0
10651,36,1,389850,3,9,2,1,2,0,0,50,0
10652,28,9,76313,5,10,2,8,2,0,0,60,0
10653,51,9,224207,5,10,2,6,2,0,0,40,1
10654,48,9,102112,4,12,2,13,2,0,0,50,1
10655,17,9,198606,3,7,1,3,1,0,0,16,0
10656,51,9,84278,5,13,2,13,2,0,0,55,1
10657,38,9,331395,2,4,2,12,2,55188000,0,84,0
10658,23,6,57711,5,13,1,11,1,0,0,40,0
10659,31,9,208785,3,7,1,8,2,0,0,30,0
10660,40,9,156526,5,13,2,14,2,0,0,40,0
10661,43,7,146908,5,10,2,8,2,0,0,40,0
10662,20,9,206869,5,10,1,6,1,0,0,30,0
10663,38,9,296478,5,11,2,8,2,102172000,0,40,1
10664,60,8,119832,5,10,2,11,2,102172000,0,40,1
10665,20,9,181761,3,9,1,11,1,0,0,40,0
10666,32,9,251701,4,12,1,13,2,0,0,40,0
10667,44,9,171722,3,9,3,7,1,0,0,39,0
