id,Umur,Kelas Pekerja,Berat Akhir,Pendidikan,Jmlh Tahun Pendidikan,Status Perkawinan,Pekerjaan,Jenis Kelamin,Keuntungan Kapital,Kerugian Capital,Jam per Minggu
38360,33,4,234976,5,13,2,6,1,0,0,40
38361,35,9,201328,3,9,2,5,2,0,0,50
38362,65,8,23494,5,10,2,14,2,0,30436000,40
38363,28,9,204074,6,14,2,13,2,0,0,48
38364,30,9,100734,5,13,2,13,1,0,0,38
38365,17,9,242773,3,7,1,7,1,0,0,20
38366,23,1,226891,3,9,1,1,1,0,0,20
38367,34,5,127651,5,13,3,12,2,0,0,60
38368,38,9,259019,3,9,2,8,2,0,0,44
38369,36,7,47072,3,9,3,7,1,0,0,8
38370,19,9,235732,3,7,1,11,1,0,0,15
38371,40,9,179809,5,10,3,14,1,0,0,40
38372,62,9,166425,3,7,3,9,1,0,0,40
38373,33,9,181091,3,6,3,8,2,0,0,35
38374,58,9,29928,5,10,2,6,1,0,0,36
38375,39,9,99065,5,13,2,3,1,0,0,40
38376,19,9,177839,3,9,1,7,1,0,0,15
38377,27,9,153475,5,13,1,6,1,0,0,40
38378,35,9,223514,5,13,2,11,1,0,0,40
38379,39,9,164733,5,10,3,11,1,0,0,45
38380,39,9,151248,5,10,3,6,1,0,0,35
38381,20,9,42279,5,10,1,7,1,0,0,30
38382,29,9,83517,2,5,1,9,2,0,0,40
38383,18,9,212370,3,9,2,8,2,0,0,25
38384,31,9,114691,3,7,1,8,2,0,0,40
38385,65,4,172906,4,12,3,13,1,0,0,50
38386,39,9,245053,5,13,2,13,2,0,0,50
38387,37,9,111129,5,11,2,8,2,0,0,39
38388,30,6,229716,5,10,3,11,1,0,0,40
38389,54,9,108435,3,9,2,11,2,0,0,20
38390,30,9,226443,5,13,2,6,2,0,0,50
38391,24,9,114292,5,10,1,8,2,0,0,40
38392,31,9,220690,5,10,3,8,2,0,0,80
38393,20,9,379198,3,9,1,7,2,0,0,40
38394,45,6,172111,5,13,3,14,1,0,0,60
38395,26,9,303973,3,9,1,2,1,0,22428000,15
38396,19,9,55284,3,9,1,6,1,0,0,35
38397,43,4,163108,5,10,2,12,2,0,0,99
38398,44,9,198096,5,13,2,6,2,107632000,0,40
38399,52,9,99307,4,12,2,6,2,43442000,0,48
38400,43,9,183096,5,10,3,6,1,0,0,10
38401,30,7,111883,5,10,1,13,2,0,0,40
38402,74,9,211075,3,9,2,14,2,0,0,40
38403,49,8,193998,5,10,1,8,2,0,0,40
38404,41,4,443508,3,9,2,14,2,0,0,50
38405,36,9,185325,3,9,1,5,2,0,0,35
38406,36,9,355053,3,9,3,7,1,0,0,28
38407,30,9,342709,3,9,2,8,2,0,0,40
38408,19,1,28967,5,10,1,1,2,0,0,40
38409,45,6,304973,3,9,2,4,2,0,0,78
38410,35,1,35751,1,2,2,1,2,0,0,15
38411,55,9,144071,5,13,2,10,2,0,0,18
38412,39,7,152307,5,13,2,13,2,0,0,40
38413,38,9,169926,4,12,2,14,1,0,26628000,40
38414,69,9,541737,5,10,3,11,1,28700000,0,24
38415,47,5,181130,4,15,2,13,2,1399986000,0,50
38416,55,9,211678,5,11,2,9,2,0,0,45
38417,62,6,176839,6,14,2,13,2,0,0,10
38418,27,9,377680,5,11,1,6,2,0,0,50
38419,30,7,361497,5,13,2,4,2,0,0,72
38420,38,9,219137,3,9,2,11,1,0,0,22
38421,55,9,171780,4,12,3,6,1,0,0,30
38422,59,9,314149,5,11,2,6,2,0,24360000,50
38423,35,4,241998,5,13,2,8,2,0,0,45
38424,38,6,282753,5,11,3,14,2,0,0,40
38425,56,4,110238,5,13,2,13,1,0,0,40
38426,22,9,255252,3,9,1,8,2,0,0,40
38427,25,9,150804,3,9,1,5,2,0,0,40
38428,43,9,102895,5,10,3,13,2,0,0,40
38429,22,9,51136,5,10,1,10,1,0,0,60
38430,76,8,25319,6,14,3,13,1,0,0,15
38431,52,9,38973,3,6,3,6,1,0,0,40
38432,23,9,120172,5,13,1,14,2,0,0,40
38433,57,4,47857,5,10,2,12,2,0,0,50
38434,55,5,87584,3,9,2,11,1,0,0,10
38435,47,9,287828,5,13,2,14,1,0,0,40
38436,30,9,315640,7,16,2,13,2,0,27678000,40
38437,72,4,207889,2,4,2,12,2,0,0,50
38438,59,4,172618,3,6,2,8,2,0,0,50
38439,22,9,288132,5,10,1,6,1,0,0,35
38440,28,9,129624,3,9,1,3,2,0,0,40
38441,28,9,289991,3,9,2,8,2,0,0,40
38442,35,9,178649,5,13,3,13,1,0,0,36
38443,34,9,214288,3,9,1,8,2,0,0,40
38444,23,9,66432,5,10,3,6,1,0,0,35
38445,30,6,83066,3,9,2,7,2,0,0,40
38446,38,4,342635,5,13,2,13,2,0,0,70
38447,42,4,116197,3,9,2,8,2,0,0,40
38448,19,9,223648,3,9,1,6,2,57414000,0,48
38449,32,4,48014,5,10,3,7,1,0,0,35
38450,34,4,34572,5,11,2,14,2,0,0,60
38451,46,4,181372,5,13,1,12,1,0,0,40
38452,28,7,225904,4,15,1,13,2,0,0,40
38453,33,9,288398,5,13,3,11,1,0,0,45
38454,42,4,323790,5,13,2,14,2,0,27678000,70
38455,30,6,289442,3,9,1,4,2,0,0,40
38456,65,9,105252,3,9,2,10,2,0,0,40
38457,57,9,186202,3,9,2,8,2,0,0,40
38458,60,9,176731,3,9,2,10,2,0,0,40
38459,39,9,270059,5,10,3,11,1,0,0,35
38460,44,9,110396,6,14,1,14,2,197176000,0,56
38461,23,9,130959,5,13,2,13,2,33698000,0,6
38462,59,9,118358,3,9,2,8,2,0,0,40
38463,32,4,68879,5,13,2,14,2,0,0,50
38464,50,4,231196,5,13,3,6,2,0,0,50
38465,38,1,70282,6,14,2,1,1,210336000,0,2
38466,28,9,535978,5,10,2,8,2,0,0,40
38467,42,9,102988,6,14,2,13,2,0,0,55
38468,19,9,118352,5,10,1,7,1,0,0,16
38469,28,4,169460,5,11,2,12,2,0,0,80
38470,50,5,262777,6,14,3,14,2,0,0,45
38471,54,9,206964,5,10,2,6,2,0,0,40
38472,39,9,269722,5,13,2,14,2,0,0,70
38473,49,9,165513,5,10,3,3,1,0,0,40
38474,48,9,158944,3,9,3,8,1,0,0,60
38475,73,9,145570,2,4,2,6,2,0,0,35
38476,39,7,142897,5,11,1,14,1,0,0,50
38477,47,7,108890,3,9,3,11,1,25634000,0,38
38478,45,7,183710,3,9,3,5,2,0,0,48
38479,31,9,120461,5,13,1,14,1,0,0,40
38480,20,9,107658,5,10,1,10,1,0,0,10
38481,30,9,323833,1,3,2,9,2,0,0,40
38482,73,1,132256,5,13,3,1,1,0,0,7
38483,54,9,162745,3,9,2,8,2,0,0,55
38484,35,9,111387,2,5,1,8,2,0,0,40
38485,34,4,33442,5,11,1,7,1,0,0,40
38486,43,5,303211,3,9,1,14,2,0,0,40
38487,30,9,101562,3,9,1,11,1,0,0,40
38488,46,9,189680,6,14,2,6,2,0,0,40
38489,47,9,122194,3,9,3,11,1,0,0,40
38490,20,9,323573,3,9,1,7,1,0,0,20
38491,27,9,150958,1,3,1,12,2,0,0,48
38492,39,4,54022,5,10,2,9,1,0,0,40
38493,47,9,266860,5,10,2,6,2,0,0,65
38494,57,4,258121,5,13,2,14,2,0,0,50
38495,35,6,33975,5,13,2,13,2,0,0,40
38496,41,4,100800,6,14,2,14,2,102172000,0,70
38497,56,9,288530,3,9,2,11,1,0,0,37
38498,48,9,349986,5,11,2,13,2,0,0,40
38499,22,9,339644,3,9,2,11,1,0,0,40
38500,49,9,187634,5,13,3,6,1,0,0,50
38501,42,9,182342,5,10,3,14,1,0,0,55
38502,20,1,121023,5,10,1,1,1,0,0,40
38503,90,4,282095,5,10,2,12,2,0,0,40
38504,31,9,120460,5,10,2,12,2,0,0,50
38505,42,5,203233,4,15,2,13,2,1399986000,0,99
38506,23,9,345577,5,10,3,2,1,0,0,26
38507,37,4,265266,4,15,2,13,2,0,0,40
38508,40,9,222434,5,13,2,9,2,0,0,45
38509,17,1,212125,3,6,1,1,1,0,0,20
38510,30,9,446894,3,9,2,3,2,0,0,30
38511,35,9,65706,3,9,3,7,1,0,0,40
38512,38,9,64879,5,10,3,6,1,0,0,40
38513,21,1,117210,5,10,1,1,2,0,0,40
38514,40,6,55363,3,9,2,5,2,0,0,40
38515,27,9,360527,3,9,2,14,2,0,0,40
38516,21,9,193219,3,9,1,11,1,0,0,35
38517,34,4,177639,4,12,1,8,2,0,0,40
38518,19,9,219189,3,8,1,7,2,0,0,25
38519,26,9,179633,3,9,1,10,2,0,0,40
38520,28,9,410351,5,10,2,12,2,0,0,40
38521,56,9,202220,5,10,3,10,1,0,0,38
38522,45,9,110243,6,14,2,14,2,0,0,50
38523,66,7,102640,3,9,3,13,1,0,0,35
38524,39,4,167106,4,12,2,6,2,0,0,72
38525,38,9,202937,4,12,2,11,1,0,0,40
38526,38,9,206520,3,9,2,8,2,0,0,40
38527,27,9,213421,4,15,1,13,2,0,0,50
38528,49,4,27067,5,11,1,11,1,0,0,60
38529,55,9,162205,3,9,2,5,2,72492000,0,72
38530,47,6,55237,5,10,2,4,2,0,0,44
38531,56,7,54260,7,16,2,13,2,40390000,0,40
38532,29,6,329426,3,9,1,4,2,0,0,40
38533,57,9,114686,5,11,3,10,1,30828000,0,44
38534,36,5,298624,5,10,2,14,2,0,0,30
38535,41,9,359696,5,13,2,4,2,210336000,0,60
38536,31,9,164569,5,10,3,7,1,0,0,48
38537,40,9,143069,3,9,2,9,2,0,0,40
38538,33,9,48010,5,10,3,14,1,0,0,40
38539,30,9,75573,5,13,1,14,1,0,0,45
38540,26,6,176756,3,9,2,10,2,0,0,75
38541,48,9,355781,5,13,2,13,2,0,0,40
38542,68,9,208478,6,14,2,13,2,0,0,18
38543,41,9,109912,5,13,1,7,1,0,0,40
38544,25,9,82560,4,12,1,7,2,0,0,43
38545,62,4,171315,5,13,2,13,2,0,0,60
38546,24,9,211968,5,13,1,10,1,0,0,40
38547,22,1,269221,5,10,1,1,2,0,0,40
38548,33,9,106938,3,9,2,10,1,0,0,38
38549,26,9,33610,3,9,1,5,2,0,0,40
38550,33,9,203488,5,10,3,6,2,0,0,40
38551,52,4,30008,6,14,2,12,2,0,0,45
38552,50,7,242517,5,13,3,14,1,0,0,40
38553,66,1,222810,5,10,3,1,1,0,0,35
38554,35,9,217605,3,9,2,3,1,0,0,40
38555,42,9,86912,5,13,3,7,2,0,0,40
38556,39,6,177728,6,14,3,13,1,0,0,40
38557,37,9,188069,3,9,2,9,2,0,0,40
38558,23,9,244698,1,3,1,12,2,0,0,35
38559,59,4,148526,5,10,2,6,2,0,0,40
38560,48,7,183486,5,11,3,13,1,0,0,56
38561,46,7,146305,5,10,3,10,1,0,0,48
38562,79,9,160758,2,4,2,6,2,0,0,15
38563,74,4,192413,4,15,3,13,2,0,0,40
38564,19,9,391329,5,10,1,11,1,0,0,30
38565,44,7,167265,6,14,2,13,2,0,0,60
38566,40,9,137421,3,9,2,5,2,0,0,60
38567,37,4,24106,3,9,2,10,2,0,0,30
38568,60,9,113080,3,9,2,14,2,0,0,50
38569,41,9,171546,5,13,2,10,2,0,0,45
38570,23,9,224954,5,10,1,9,2,0,0,25
38571,22,9,188569,5,10,1,11,1,0,0,20
38572,30,9,226013,5,13,1,13,2,0,0,40
38573,29,9,198704,5,11,1,9,2,0,0,40
38574,20,1,25139,5,10,1,1,1,0,0,40
38575,43,9,257780,3,9,2,11,2,0,0,40
38576,31,9,171184,5,10,3,14,1,0,0,40
38577,48,9,115784,2,5,2,8,2,0,0,44
38578,59,9,127728,5,10,2,10,2,0,0,40
38579,28,9,181659,3,7,1,5,2,0,0,50
38580,37,9,112497,5,13,2,6,2,0,0,60
38581,20,6,350845,5,10,1,11,1,0,0,10
38582,36,9,229180,5,10,3,8,1,0,0,40
38583,53,6,179237,2,5,2,5,2,0,0,40
38584,38,5,184456,3,9,2,6,2,0,0,55
38585,31,9,37546,5,13,2,14,1,0,26628000,35
38586,38,9,66686,5,11,2,9,2,0,0,40
38587,30,9,285855,2,5,2,8,2,0,0,40
38588,29,9,190539,5,13,1,14,2,0,22260000,50
38589,44,9,326232,2,4,3,3,2,0,0,48
38590,34,9,108116,5,13,2,13,2,0,0,50
38591,19,9,67759,3,9,1,9,2,0,0,43
38592,33,9,418645,3,9,2,7,2,0,0,50
38593,55,4,149168,3,9,2,12,2,0,0,30
38594,17,1,141445,2,5,1,1,2,0,0,5
38595,47,9,365516,6,14,3,13,1,0,0,40
38596,43,9,63503,5,13,2,13,2,0,0,40
38597,18,9,111256,3,9,1,11,1,0,0,20
38598,44,9,206686,5,10,3,11,1,0,0,40
38599,39,9,202027,5,13,2,14,2,210336000,0,45
38600,18,9,301948,3,9,1,4,2,477330000,0,3
38601,69,9,124930,1,3,2,9,2,0,31738000,40
38602,24,9,42706,5,11,1,4,2,0,0,60
38603,19,1,171583,5,10,1,1,2,0,0,30
38604,23,9,50953,5,10,1,10,1,0,0,40
38605,51,9,183709,5,11,3,13,1,0,0,40
38606,30,9,37210,5,11,2,8,2,0,0,40
38607,34,9,70466,5,11,3,8,2,0,0,40
38608,57,9,214061,3,9,3,11,1,0,0,40
38609,52,4,240013,6,14,2,6,2,0,0,70
38610,30,9,217296,5,11,2,11,1,0,0,35
38611,45,5,108100,5,13,2,14,1,1399986000,0,25
38612,29,10,212588,5,10,2,12,2,0,0,65
38613,26,9,139116,5,10,1,7,1,0,0,50
38614,50,9,133963,5,13,2,13,1,0,27678000,40
38615,35,9,102178,5,10,2,6,2,0,0,48
38616,64,1,186535,5,13,2,1,2,43442000,0,3
38617,51,9,280278,3,6,3,11,1,0,0,40
38618,28,9,36601,5,10,1,7,1,0,0,35
38619,84,9,241065,6,14,1,13,2,0,0,66
38620,50,5,240374,6,14,2,6,2,0,0,40
38621,68,9,107910,3,9,1,6,1,0,0,40
38622,64,7,169914,5,13,1,14,1,0,0,40
38623,31,8,165949,5,13,1,14,1,0,0,45
38624,49,4,144351,5,10,2,6,2,0,0,25
38625,48,9,48885,3,9,3,7,1,0,0,35
38626,20,9,232577,5,10,1,7,1,0,0,40
38627,40,9,174395,7,16,2,14,2,0,0,40
38628,75,1,260543,3,6,3,1,1,0,0,1
38629,17,6,192387,2,5,1,7,2,0,0,45
38630,18,9,135924,5,10,1,11,2,0,0,40
38631,52,4,193116,2,4,2,8,2,0,0,20
38632,42,9,103932,5,11,3,13,1,0,0,40
38633,19,9,214935,5,10,1,3,2,0,0,40
38634,21,9,315476,5,10,1,8,2,0,0,25
38635,29,9,229729,3,9,1,5,2,0,0,40
38636,19,1,400356,5,10,1,1,2,0,0,40
38637,48,9,148995,3,9,3,14,2,197176000,0,45
38638,34,6,229531,4,12,2,13,2,0,0,60
38639,50,9,169646,5,13,3,13,1,0,0,40
38640,34,9,295922,5,10,1,9,2,0,0,40
38641,60,9,349898,3,9,3,7,1,0,0,44
38642,46,9,143189,1,3,1,9,1,0,0,40
38643,32,9,45796,3,8,2,3,2,0,0,40
38644,17,9,219199,3,6,1,7,2,0,0,15
38645,32,9,156464,3,9,2,6,2,0,26628000,50
38646,37,9,184117,5,13,1,11,1,0,0,40
38647,41,1,199018,5,10,3,1,2,0,21056000,40
38648,41,9,116797,3,9,2,6,2,102172000,0,50
38649,42,4,52781,5,13,2,14,2,0,0,40
38650,25,9,130557,5,13,1,11,1,0,0,40
38651,36,9,250791,3,9,2,3,2,0,0,48
38652,27,9,197905,5,10,2,7,2,0,0,40
38653,41,9,27444,5,10,2,11,2,0,0,46
38654,27,9,183148,3,9,1,7,2,0,0,40
38655,25,4,257574,5,13,1,11,1,0,0,20
38656,26,8,352768,3,9,3,11,1,0,0,40
38657,50,5,293196,3,9,2,14,2,102172000,0,40
38658,49,6,269527,6,14,2,13,2,102172000,0,40
38659,20,9,416103,5,10,1,3,2,0,0,40
38660,35,9,341643,5,13,1,7,2,0,0,50
38661,40,9,88368,5,10,3,11,1,12796000,0,40
38662,21,9,203924,5,10,1,11,2,36358000,0,45
38663,26,9,184120,5,13,1,13,2,0,0,50
38664,40,6,95639,3,9,1,8,2,0,0,40
38665,35,4,133935,5,10,2,8,2,0,0,40
38666,33,9,289442,3,9,1,11,2,0,0,40
38667,62,9,165827,3,9,2,8,2,0,0,40
38668,67,9,105252,6,14,2,14,2,0,0,40
38669,20,9,24274,3,9,1,7,1,0,0,35
38670,23,6,40021,5,10,3,11,1,0,0,70
38671,45,8,162410,5,10,3,10,1,0,0,45
38672,24,4,166371,3,9,1,8,2,0,0,40
38673,42,5,325159,5,13,2,14,2,0,0,50
38674,39,9,115076,5,10,2,9,2,0,0,40
38675,33,9,327112,6,14,2,14,2,0,0,60
38676,44,9,139907,5,10,1,6,2,0,0,50
38677,40,9,63745,5,11,1,11,1,0,0,40
38678,24,9,433580,5,10,2,11,2,0,0,40
38679,42,9,314649,3,9,2,3,2,0,0,40
38680,47,1,149700,5,13,2,1,2,0,0,36
38681,33,9,215306,5,11,1,7,2,0,0,40
38682,43,9,241928,3,9,3,11,1,0,0,32
38683,23,9,113601,5,10,1,3,2,0,0,30
38684,35,8,153633,5,10,1,7,1,0,0,40
38685,25,7,152035,4,12,1,11,1,0,0,40
38686,31,9,66278,5,10,2,13,1,54712000,0,40
38687,53,5,59840,5,10,2,14,2,0,0,60
38688,19,1,425447,3,9,1,1,1,0,0,40
38689,56,8,229939,3,9,3,13,2,0,0,40
38690,21,9,104981,5,10,1,13,2,0,0,48
38691,49,9,186706,3,9,2,8,1,107632000,0,40
38692,50,4,371305,3,9,2,6,2,0,26628000,60
38693,41,6,52037,5,10,3,11,1,0,0,40
38694,29,9,179768,5,10,2,8,2,0,0,50
38695,41,4,233150,5,11,2,6,2,0,0,55
38696,47,9,21906,6,14,1,13,1,0,0,25
38697,43,5,247981,3,9,3,8,2,76370000,0,50
38698,19,9,149823,5,10,1,7,2,0,0,20
38699,43,9,117728,3,9,2,8,2,0,0,44
38700,30,9,113129,5,10,1,7,2,0,0,24
38701,48,4,229328,3,8,3,6,1,0,0,40
38702,37,9,545483,4,12,2,12,2,0,0,40
38703,17,9,193199,3,7,1,6,1,0,0,12
38704,36,9,140854,2,4,2,11,2,0,0,45
38705,30,9,226535,3,9,1,5,2,68110000,0,40
38706,73,4,336007,3,9,2,6,2,0,0,40
38707,42,9,149102,4,12,1,14,2,0,0,45
38708,47,9,138069,5,10,2,8,2,0,0,40
38709,40,9,244172,1,3,2,8,2,0,0,40
38710,33,9,93034,5,11,2,8,2,0,0,40
38711,26,9,302603,3,9,1,5,2,0,0,45
38712,30,9,302438,3,9,1,9,2,0,0,40
38713,33,9,62155,5,10,1,6,2,0,0,35
38714,45,6,93535,6,14,3,13,1,0,0,40
38715,27,9,333296,5,13,1,7,2,0,0,30
38716,62,4,236247,3,9,2,7,2,0,0,20
38717,42,9,95998,5,13,3,14,2,0,0,45
38718,34,7,62327,5,13,2,13,2,0,0,40
38719,34,9,108454,5,10,2,14,2,0,0,45
38720,21,9,300812,5,10,1,7,2,0,0,25
38721,39,9,299725,3,9,3,3,1,0,0,37
38722,37,6,265038,4,15,2,13,2,0,0,60
38723,41,9,165304,5,10,2,8,2,0,0,50
38724,31,9,557853,5,13,2,13,2,70182000,0,32
38725,35,9,143058,5,13,2,13,2,0,0,60
38726,41,9,121201,3,9,2,5,2,0,0,40
38727,49,4,164495,4,12,2,14,2,0,0,35
38728,50,9,50178,3,9,2,10,2,0,0,40
38729,42,9,355728,5,11,1,8,2,0,0,44
38730,53,6,197054,6,14,2,13,2,0,0,40
38731,35,4,128876,2,4,2,12,2,0,0,40
38732,29,9,109621,3,9,2,8,2,0,0,40
38733,42,9,180985,5,11,2,8,2,0,0,52
38734,28,9,299422,2,4,2,3,2,0,0,40
38735,21,9,154964,3,9,3,9,1,0,0,40
38736,58,9,117299,3,9,2,5,2,0,0,40
38737,55,4,185195,5,13,2,14,2,0,0,40
38738,31,9,217962,3,8,1,3,2,0,0,40
38739,27,9,587310,4,12,2,5,2,0,0,40
38740,30,9,251120,2,4,1,8,2,0,0,38
38741,21,9,99199,3,9,1,9,2,0,0,32
38742,19,9,69182,5,10,1,7,1,0,0,27
38743,29,6,419722,4,12,1,11,2,51436000,0,40
38744,40,4,209040,5,13,2,6,2,0,0,40
38745,24,9,54560,3,9,2,5,2,0,0,45
38746,45,7,271962,5,13,3,4,1,0,0,40
38747,44,9,171424,5,13,2,13,2,0,0,40
38748,46,4,198759,4,15,2,13,2,0,33810000,80
38749,23,9,445758,1,3,1,3,2,0,0,40
38750,37,9,105044,5,10,2,14,2,0,0,42
38751,23,9,41721,5,11,2,8,2,0,0,55
38752,21,1,223515,5,10,1,1,2,0,0,40
38753,28,9,160981,5,10,1,11,1,0,0,52
38754,47,9,225065,1,3,3,6,1,0,0,40
38755,28,9,92262,5,13,2,6,2,0,0,40
38756,30,9,308812,5,10,1,6,1,0,0,60
38757,36,9,181382,5,11,2,9,2,43442000,0,40
38758,32,4,399088,5,13,3,13,1,0,18760000,45
38759,49,9,104455,5,13,2,7,2,0,0,40
38760,34,4,112650,2,4,1,8,2,0,0,40
38761,45,9,371886,5,13,1,13,2,0,0,46
38762,28,9,105422,5,10,1,5,2,0,0,50
38763,55,9,124137,3,9,2,9,2,0,0,40
38764,40,9,136986,6,14,2,14,2,1399986000,0,52
38765,55,9,436861,6,14,3,13,1,197176000,0,40
38766,56,4,177368,5,10,2,4,2,0,0,50
38767,45,9,325390,3,9,2,6,2,0,0,40
38768,22,9,388885,3,9,2,8,2,0,0,45
38769,35,9,93034,3,9,1,9,2,0,0,40
38770,32,1,377017,4,12,1,1,2,0,0,40
38771,30,9,137606,3,9,2,5,2,70182000,0,40
38772,30,9,287092,3,9,3,14,1,32956000,0,40
38773,18,9,126125,3,9,1,7,2,0,0,20
38774,33,9,206512,5,10,3,13,2,0,0,40
38775,36,9,226918,5,13,1,6,2,0,0,48
38776,50,6,254148,5,10,2,12,2,0,0,40
38777,32,9,208180,5,11,2,10,1,0,0,24
38778,90,9,52386,5,13,1,13,2,0,0,40
38779,60,9,125019,5,13,3,13,1,120596000,0,48
38780,48,4,379883,6,14,2,14,2,0,0,40
38781,35,6,107233,3,9,1,11,2,0,0,55
38782,29,9,246974,5,11,1,10,2,0,0,40
38783,38,7,239539,3,9,2,9,2,0,0,40
38784,61,4,195789,6,14,2,14,2,0,0,30
38785,50,9,378747,3,9,2,5,2,0,0,40
38786,59,9,171242,5,13,3,14,2,0,0,45
38787,23,7,156423,5,13,1,13,1,0,0,20
38788,29,4,104423,5,10,2,14,2,61404000,0,45
38789,38,9,415578,3,6,2,8,2,0,0,40
38790,28,9,188928,3,9,2,7,2,0,0,40
38791,52,9,166419,5,10,3,11,1,0,0,37
38792,19,9,244175,3,7,1,6,2,0,0,25
38793,26,5,246025,3,9,3,6,1,0,0,20
38794,25,9,353795,5,10,2,11,1,43442000,0,40
38795,23,9,239577,5,10,1,13,2,0,0,52
38796,81,1,89015,3,9,2,1,2,0,0,18
38797,45,9,34127,5,13,2,13,2,0,0,50
38798,49,4,43479,5,10,2,8,2,0,0,40
38799,20,9,479296,3,9,1,3,2,0,0,40
38800,33,9,191930,3,9,1,7,2,0,0,50
38801,48,4,247294,3,9,2,8,2,0,0,30
38802,37,9,168475,3,9,2,14,2,0,0,40
38803,33,6,422718,3,9,2,7,2,0,0,40
38804,50,6,120190,6,14,3,13,1,0,0,45
38805,32,9,178691,5,13,1,14,1,0,0,45
38806,30,6,172822,5,11,1,4,2,0,0,40
38807,35,9,190194,3,9,1,11,1,0,0,40
38808,54,5,298215,5,13,2,14,2,0,0,50
38809,30,6,348802,3,9,2,11,2,0,0,40
38810,45,9,120121,5,13,2,6,2,0,0,50
38811,63,1,107085,3,9,3,1,1,0,0,7
38812,61,9,85434,3,9,2,5,2,0,0,40
38813,44,4,124692,3,9,2,13,2,0,26628000,40
38814,22,9,444554,5,13,1,14,2,0,0,50
38815,18,4,29582,3,7,1,8,2,0,0,40
38816,67,9,166591,3,9,3,2,1,25872000,0,99
38817,47,9,80924,5,10,3,7,1,0,0,35
38818,22,9,362623,3,9,1,3,2,0,0,40
38819,33,9,30612,5,10,2,6,2,0,0,40
38820,54,9,183611,5,10,2,6,2,43918000,0,50
38821,57,9,124318,3,9,2,11,1,0,0,45
38822,46,9,172695,3,7,3,7,1,0,0,27
38823,24,9,324960,4,12,1,11,2,0,0,30
38824,41,9,193882,3,9,2,14,2,210336000,0,65
38825,59,9,159770,4,12,2,14,2,0,0,40
38826,30,7,576645,5,13,2,4,2,0,0,40
38827,31,5,467108,5,13,1,13,2,0,0,45
38828,53,6,137250,6,14,3,13,1,0,23366000,35
38829,30,4,164461,3,7,3,6,2,0,9142000,40
38830,37,9,161141,5,11,2,8,2,0,0,40
38831,34,9,193036,5,10,2,11,2,0,0,40
38832,27,9,146687,5,10,1,7,2,0,0,40
38833,56,9,204745,5,10,3,14,1,46550000,0,45
38834,17,9,193830,3,7,1,6,1,0,0,20
38835,39,4,131808,5,10,2,6,2,107632000,0,80
38836,63,6,41161,3,9,2,14,2,0,0,55
38837,63,9,158199,1,2,3,9,1,0,0,44
38838,69,1,628797,5,10,3,1,1,0,0,20
38839,61,9,213700,5,13,2,6,2,0,0,32
38840,20,6,298871,3,9,1,7,2,0,0,10
38841,44,9,203897,5,13,2,11,1,0,0,40
38842,44,8,201435,5,11,2,8,2,0,0,40
38843,23,9,31606,3,9,1,11,1,0,0,40
38844,42,9,319016,3,9,2,5,2,40390000,0,45
38845,49,4,199326,5,10,2,6,2,0,0,50
38846,39,9,211440,3,9,2,5,2,0,0,55
38847,53,9,250034,5,13,2,14,2,0,0,50
38848,18,1,163788,5,10,1,1,1,0,0,40
38849,26,9,105516,5,13,1,6,1,0,0,40
38850,47,9,169549,3,9,2,8,2,0,0,40
38851,38,9,115336,3,9,3,7,1,0,0,70
38852,42,6,351161,5,10,3,8,2,0,0,40
38853,41,9,184846,5,10,3,11,1,0,0,40
38854,36,9,288049,3,9,2,14,2,0,0,45
38855,24,9,30656,3,9,1,3,2,0,0,20
38856,40,7,67874,6,14,2,13,2,0,0,58
38857,28,9,198197,5,13,1,13,2,0,0,55
38858,25,9,169905,5,11,1,6,2,389592000,0,40
38859,47,9,349151,5,11,2,9,2,0,0,45
38860,39,9,185520,5,10,1,12,1,0,0,40
38861,38,9,112093,3,7,2,5,2,0,0,40
38862,23,9,219835,5,10,1,4,2,0,0,40
38863,33,9,146440,5,10,2,8,2,0,24360000,40
38864,20,9,206215,3,9,1,11,1,0,0,40
38865,28,9,133937,5,13,2,11,2,210336000,0,55
38866,24,9,133520,5,10,1,6,1,0,0,15
38867,32,4,97723,5,11,1,8,2,0,0,40
38868,37,9,203828,2,5,2,8,2,0,0,40
38869,38,6,236687,5,10,1,13,2,0,0,40
38870,48,9,240629,3,9,3,5,2,0,0,65
38871,25,8,406955,3,9,1,11,1,0,0,40
38872,51,7,200450,3,9,2,7,2,0,0,40
38873,31,9,143851,4,12,2,13,1,0,0,40
38874,37,9,231491,3,9,2,8,2,0,0,35
38875,59,5,171355,6,14,3,13,2,0,0,55
38876,63,4,26904,3,9,2,12,2,0,0,98
38877,47,9,266281,3,7,1,9,1,95886000,0,40
38878,44,4,98106,5,10,3,14,1,0,0,40
38879,24,9,85088,3,9,1,6,1,0,24668000,32
38880,54,9,343242,5,10,2,14,2,0,0,44
38881,66,1,270460,2,4,3,1,2,0,0,40
38882,50,1,123044,6,14,2,1,2,0,0,60
38883,38,9,184655,3,9,2,8,2,0,24360000,48
38884,46,9,173243,3,9,2,8,2,0,0,40
38885,53,4,197014,3,9,1,8,2,0,0,35
38886,52,9,172511,6,14,2,14,2,0,0,36
38887,32,9,183356,3,9,1,8,2,0,0,40
38888,26,9,132661,3,9,1,11,1,0,0,40
